,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,6178702753,주식회사 하나네트웍스,이원창,분석,72756897,87.749,87.072,-0.76680 (99.2332),2 5,2024/12/03 09:35:06,
1,2,2118899396,주식회사 피에스콤,최정환,분석,72757925,87.75,87.073,-0.76540 (99.2346),1 6,2024/12/02 17:41:13,
2,3,5868801608,주식회사 레인보우,박재용,분석,72760050,87.753,87.075,-0.76250 (99.2375),2 3,2024/12/02 17:31:18,
3,4,1358135916,태화정보통신 주식회사,김동현,분석,72760564,87.753,87.076,-0.76180 (99.2382),9 13,2024/12/03 16:15:41,
4,5,1098610416,(주)네시비스,이은섭,분석,72762390,87.755,87.078,-0.75931 (99.24069),4 11,2024/12/03 13:34:17,
5,6,3043661403,세운이엔씨,김선분,분석,72766000,87.76,87.083,-0.75439 (99.24561),14 8,2024/12/02 14:14:22,
6,7,2678600121,주식회사 발해정보통신,정재우,분석,72771195,87.766,87.089,-0.74730 (99.2527),4 10,2024/12/04 09:42:11,
7,8,1178164451,(주)지엠디텔레콤,김창윤,분석,72771781,87.767,87.089,-0.74650 (99.2535),13 14,2024/12/02 17:05:16,
8,9,2098134713,키엔컴 주식회사,김성수,분석,72775814,87.772,87.094,-0.74100 (99.259),3 2,2024/12/02 14:06:33,
9,10,1248605945,주식회사 새롬정보통신,홍연심,분석,72778420,87.775,87.097,-0.73745 (99.26255),13 2,2024/12/04 09:24:22,
10,11,1138163445,주식회사 삼도통신,이정경,분석,72780200,87.777,87.1,-0.73502 (99.26498),9 5,2024/12/02 16:22:00,
11,12,2128140491,(주)벧엘정보통신,이효진,분석,72780220,87.777,87.1,-0.73499 (99.26501),1 10,2024/12/03 09:30:39,
12,13,5098702904,주식회사 대한정보통신,박경석,분석,72780800,87.778,87.1,-0.73420 (99.2658),5 3,2024/12/04 08:52:06,
13,14,2048124559,(주)대용와트스,남상태,분석,72781387,87.778,87.101,-0.73340 (99.2666),2 4,2024/12/02 10:14:34,
14,15,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,72783293,87.781,87.103,-0.73080 (99.2692),1 5,2024/12/03 17:10:54,
15,16,1238189423,엘림광통신 주식회사,유영록,분석,72783960,87.781,87.104,-0.72989 (99.27011),7 10,2024/12/02 16:18:51,
16,17,1248174165,(주)고려시스템,박가순,분석,72784173,87.782,87.104,-0.72960 (99.2704),9 12,2024/12/03 09:02:26,
17,18,1248702630,온새미정보통신(주),우찬식,분석,72786700,87.785,87.107,-0.72616 (99.27384),1 14,2024/12/03 16:56:31,
