,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1288159133,주식회사 아이티에스 뱅크,이종선,분석,185439100,87.773,88.607,0.98320 (100.9832),12 4,2024/12/06 16:04:33,
1,2,1218140540,영현정보통신(주),김두식,분석,186021509,88.049,88.885,1.30035 (101.30035),9 11,2024/12/10 09:31:39,
2,3,2158637817,(주)스마트비전,조성천,분석,186474000,88.263,89.102,1.54676 (101.54676),9 8,2024/12/06 17:33:41,
3,4,2078115520,주식회사 토페스,이강본,분석,186569500,88.308,89.147,1.59877 (101.59877),4 6,2024/12/10 08:42:46,
4,5,2158717690,주식회사 새움,이세희,분석,186844450,88.438,89.279,1.74850 (101.7485),3 8,2024/12/03 14:31:55,
5,-1,1198603630,유에프엠시스템즈 주식회사,김교중,분석,184983320,87.557,88.389,0.73499 (100.73499),13 5,2024/12/09 08:36:24,낙찰하한선 미달
6,-2,1268194167,(주)인포인네트웍스,전헌주,분석,184855600,87.497,88.328,0.66544 (100.66544),14 2,2024/12/09 17:19:50,낙찰하한선 미달
7,-3,1298638418,한국정보기술 주식회사,김대휘,분석,184638641,87.394,88.225,0.54730 (100.5473),5 12,2024/12/08 13:57:38,낙찰하한선 미달
8,-4,1308674020,주식회사 와치캠,최지훈,분석,184383760,87.274,88.103,0.40850 (100.4085),7 11,2024/12/09 17:03:54,낙찰하한선 미달
9,-5,7280702634,에이아이솔루션(AI Solution),김현우,분석,184169373,87.172,88.001,0.29175 (100.29175),12 15,2024/12/10 09:12:42,낙찰하한선 미달
10,-6,2398100645,주식회사 글로벌브릿지,홍윤국,분석,184041280,87.111,87.939,0.22199 (100.22199),3 13,2024/12/03 18:27:16,낙찰하한선 미달
11,-7,1388121202,(주)에스에이텍,김용경,분석,183803843,86.999,87.826,0.09270 (100.0927),6 14,2024/12/04 14:10:47,낙찰하한선 미달
12,-8,1068621874,주식회사디브이알씨앤씨,이병묵,분석,183667040,86.934,87.76,0.01820 (100.0182),1 12,2024/12/04 11:28:27,낙찰하한선 미달
13,-9,1288641996,해용정보통신주식회사,백다리아,분석,183646170,86.924,87.75,0.00683 (100.00683),1 9,2024/12/10 09:33:44,낙찰하한선 미달
14,-10,1348171146,주식회사 유진인프라코어,주경선,분석,183602948,86.904,87.73,-0.01670 (99.9833),3 8,2024/12/10 08:23:35,낙찰하한선 미달
15,-11,1088149704,썬시큐원(주),백석환,분석,183451300,86.832,87.657,-0.09929 (99.90071),9 10,2024/12/10 06:23:44,낙찰하한선 미달
16,-12,6118700363,주식회사 서경산업,이대규,분석,183406800,86.811,87.636,-0.12352 (99.87648),6 1,2024/12/09 21:58:17,낙찰하한선 미달
17,-13,4028147350,렉스젠 주식회사,안순현,분석,182497840,86.381,87.202,-0.61850 (99.3815),3 7,2024/12/09 12:08:44,낙찰하한선 미달
18,-14,2018603701,소성정보기술 주식회사,김금남,분석,182417690,86.343,87.163,-0.66215 (99.33785),3 13,2024/12/10 09:13:00,낙찰하한선 미달
19,-15,2158185459,주식회사 한일에스티엠,한영기,분석,182156700,86.219,87.039,-0.80428 (99.19572),14 7,2024/12/06 11:33:37,낙찰하한선 미달
20,-16,1018703183,(주)아이티퍼플,탁순애,분석,182122907,86.203,87.023,-0.82268 (99.17732),15 10,2024/12/10 09:32:33,낙찰하한선 미달
