,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,1058729735,원테크전기통신 주식회사  [최종낙찰],정원섭,분석,33649345,88.746,87.903,-0.11000 (99.89),8 9,2024/02/13 08:07:46,
1,2,1198619447,도원정보시스템 주식회사,김종호,분석,33772200,89.07,88.224,0.25470 (100.2547),1 7,2024/02/12 14:10:23,
2,3,1348712509,신우정보통신 주식회사,심원용,분석,33855300,89.289,88.441,0.50138 (100.50138),1 11,2024/02/12 15:19:55,
3,4,1268150363,주식회사 진엔지니어링,정진석,분석,33987800,89.639,88.787,0.89472 (100.89472),14 8,2024/02/08 10:41:45,
4,5,2218131749,주식회사 범산,변동희,분석,34088980,89.905,89.051,1.19508 (101.19508),15 3,2024/02/08 11:25:29,
5,6,1268143974,(주) 앤쏘,최원진,분석,34356000,90.61,89.749,1.98774 (101.98774),8 3,2024/02/08 15:13:25,
6,7,8708802614,닛시시스템 주식회사,서수진,분석,34360000,90.62,89.759,1.99962 (101.99962),4 6,2024/02/13 08:50:09,
7,8,2368702137,주식회사 디에스정보기술,전광수,분석,34600000,91.253,90.386,2.71207 (102.71207),5 8,2024/02/12 18:49:27,
8,9,2408800057,주식회사 동부아이씨티,정진욱,분석,34832880,91.867,90.994,3.40339 (103.40339),8 4,2024/02/13 09:39:09,
9,10,1328182574,다산정보통신(주),구성철,분석,34900000,92.044,91.17,3.60264 (103.60264),1 7,2024/02/12 11:32:46,
10,11,1138137229,두복산전(주),이영두,분석,35535000,93.719,92.829,5.48767 (105.48767),3 2,2024/02/08 10:54:32,
11,12,1188114949,이주씨스템(주),이복균,분석,36000000,94.945,94.043,6.86805 (106.86805),3 2,2024/02/08 14:24:54,
12,13,1098651964,셀코정보기술 주식회사,권영용,분석,36125800,95.277,94.372,7.24149 (107.24149),12 5,2024/02/12 20:00:37,
13,14,6768601611,주식회사 루트웰,노덕권,분석,36153000,95.349,94.443,7.32224 (107.32224),6 12,2024/02/13 09:33:45,
14,15,1088154468,(주)이젠정보통신,이동필,분석,36280000,95.684,94.775,7.69924 (107.69924),11 1,2024/02/08 18:07:24,
15,16,1358126192,주식회사 부림,배우상,분석,36331550,95.82,94.91,7.85227 (107.85227),12 15,2024/02/13 08:41:28,
16,17,7288600999,주식회사 다경테크,박현승,분석,37450000,98.77,97.831,11.17246 (111.17246),9 8,2024/02/08 15:50:24,
17,18,1288179309,주식회사 천일,이민자,분석,37514000,98.938,97.998,11.36244 (111.36244),2 3,2024/02/08 17:54:55,
18,19,1338700922,주식회사 대신네트워크,신종교,분석,37575000,99.099,98.158,11.54353 (111.54353),12 4,2024/02/13 09:48:33,
19,20,3078143613,주식회사 조양테크,송윤서,분석,37728700,99.505,98.559,11.99979 (111.99979),8 11,2024/02/08 10:52:26,
20,21,3918601817,다알시스 주식회사,최윤호,분석,37899000,99.954,99.004,12.50534 (112.50534),15 11,2024/02/13 09:38:49,
21,22,1288602824,주식회사 우성텔레콤,송상의,분석,38280000,100.9592,100.0,13.63636 (113.63636),9 12,2024/02/07 14:12:38,예가초과
