,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
0,1,1018605466,금부통신 주식회사  [최종낙찰],정재학,분석,127925530.0,87.745,88.468,-0.12234 (99.87766),12 14,2024/09/19 16:48:27,
1,2,7078100041,주식회사 보가텍,박정미,분석,127925970.0,87.746,88.468,-0.12200 (99.878),6 11,2024/09/19 23:17:39,
2,3,1388166311,한경정보기술(주),한정훈,분석,127929770.0,87.748,88.471,-0.11900 (99.881),10 6,2024/09/12 10:45:11,
3,4,1198178757,주식회사우신아이앤씨,이화세,분석,127929900.0,87.749,88.471,-0.11890 (99.8811),10 2,2024/09/19 10:33:57,
4,5,2098211809,사단법인 해오름장애인협회,노영주,분석,127931364.0,87.75,88.472,-0.11775 (99.88225),2 14,2024/09/20 09:02:51,
5,6,1208753234,디스플레이허브 주식회사,김동협,분석,127932830.0,87.751,88.473,-0.11659 (99.88341),4 6,2024/09/20 00:56:32,
6,7,2148180640,(주)남인정보통신,김남호,분석,127937001.0,87.754,88.476,-0.11330 (99.8867),7 9,2024/09/13 09:58:21,
7,8,1068648591,주식회사 투지시스템,김승택,분석,127942900.0,87.758,88.48,-0.10865 (99.89135),2 8,2024/09/19 10:41:06,
8,9,3238801633,동부엔텍 주식회사,홍문기,분석,127947151.0,87.761,88.483,-0.10530 (99.8947),14 11,2024/09/20 08:59:07,
9,10,2048652666,주식회사 동연아이비에스,서동주,분석,127947650.0,87.762,88.483,-0.10491 (99.89509),12 2,2024/09/19 19:17:06,
10,11,2058140076,(주)제일첨단테크,김성수,분석,127950068.0,87.764,88.485,-0.10300 (99.897),1 10,2024/09/19 10:00:25,
11,12,1078711298,청우기전주식회사,오병호,분석,127952099.0,87.765,88.486,-0.10140 (99.8986),3 13,2024/09/13 14:17:28,
12,13,1078619861,주식회사 하이텍영상,최종만,분석,127953240.0,87.766,88.487,-0.10050 (99.8995),15 6,2024/09/19 10:20:22,
