,순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
0,1,5988100132,주식회사 비젼코리아  [최종낙찰],김경숙,분석,52243687,88.019,87.072,-1.04801 (98.95199),9 6,2024/04/09 16:43:10,
1,2,1138192009,(주)엘트정보기술,김용호,분석,52263707,88.052,87.106,-1.01009 (98.98991),10 15,2024/04/09 17:23:00,
2,3,1148199927,주식회사 인텔리빅스,최은수,분석,52302190,88.117,87.17,-0.93720 (99.0628),2 14,2024/04/11 08:38:42,
3,4,1288641996,해용정보통신주식회사,백다리아,분석,52387200,88.26,87.312,-0.77619 (99.22381),4 1,2024/04/12 09:02:18,
4,5,1058718276,에이원게이트 주식회사,이옥경,분석,52435000,88.341,87.391,-0.68565 (99.31435),8 11,2024/04/11 09:53:35,
5,6,1138185890,(주)두손씨에스티,최수경,분석,52484178,88.424,87.473,-0.59250 (99.4075),7 9,2024/04/11 09:23:35,
6,7,1358126192,주식회사 부림,배우상,분석,52506150,88.461,87.51,-0.55089 (99.44911),2 13,2024/04/12 08:51:32,
7,8,6458700672,주식회사 비앤아이테크,김혜용,분석,52544150,88.525,87.573,-0.47891 (99.52109),9 5,2024/04/09 16:42:10,
8,9,6042996444,세일,이종보,분석,52580000,88.585,87.633,-0.41101 (99.58899),4 11,2024/04/11 16:54:07,
9,10,2068193673,지에스네트웍스(주),임동배,분석,52589772,88.602,87.649,-0.39250 (99.6075),3 15,2024/04/11 09:49:45,
10,11,1098160833,주식회사포트론,곽정례,분석,52613266,88.641,87.688,-0.34801 (99.65199),6 5,2024/04/09 10:50:58,
11,12,1098643839,주식회사 케이비정보통신,지인현,분석,52616857,88.647,87.694,-0.34120 (99.6588),9 11,2024/04/12 09:09:13,
12,13,2018603701,소성정보기술 주식회사,김금남,분석,52651800,88.706,87.753,-0.27502 (99.72498),10 14,2024/04/12 09:19:05,
13,14,1238170036,주식회사 나이콤,홍기석,분석,52713056,88.809,87.855,-0.15900 (99.841),4 10,2024/04/11 17:30:02,
14,15,1138655988,쿨사인주식회사,조문석,분석,52770600,88.906,87.951,-0.05001 (99.94999),15 5,2024/04/08 12:17:43,
15,16,2138180142,서울아이디시스템(주),김동수,분석,52792310,88.943,87.987,-0.00889 (99.99111),11 7,2024/04/09 11:04:42,
16,17,2148613108,(주)티앤에이치시스템,이종수,분석,52806000,88.966,88.01,0.01704 (100.01704),12 7,2024/04/12 11:28:48,
17,18,1058777708,주식회사 선광이엔지,이광복,분석,52814265,88.98,88.023,0.03270 (100.0327),4 7,2024/04/09 11:34:27,
18,19,1138188878,주식회사 신영이엔티,이찬세,분석,52828000,89.003,88.046,0.05871 (100.05871),2 7,2024/04/08 09:02:36,
19,20,1308674020,주식회사 와치캠,최지훈,분석,52844360,89.031,88.073,0.08970 (100.0897),5 12,2024/04/12 09:19:03,
20,21,1198603630,유에프엠시스템즈 주식회사,김교중,분석,52869649,89.073,88.116,0.13760 (100.1376),6 2,2024/04/11 15:55:15,
21,22,1088179663,주식회사 시큐뱅크,심재춘,분석,52898630,89.122,88.164,0.19249 (100.19249),8 1,2024/04/10 17:02:37,
22,23,1288676480,주식회사 지에스씨,이용철,분석,52911100,89.143,88.185,0.21611 (100.21611),14 11,2024/04/05 09:22:35,
23,24,1238610765,파워텍(주),이종욱,분석,52927884,89.171,88.213,0.24790 (100.2479),15 2,2024/04/08 10:32:28,
24,25,2118691935,(주)유니온커뮤니티,신요식,분석,52929400,89.174,88.215,0.25077 (100.25077),9 13,2024/04/11 10:57:37,
25,26,1088149704,썬시큐원(주),백석환,분석,52938920,89.19,88.231,0.26880 (100.2688),6 10,2024/04/11 05:39:51,
26,27,7280702634,에이아이솔루션(AI Solution),김현우,분석,52943400,89.197,88.239,0.27728 (100.27728),3 13,2024/04/12 09:09:52,
27,28,1128152663,한국아이디정보(주),송찬호,분석,52954700,89.216,88.257,0.29869 (100.29869),12 5,2024/04/12 09:30:45,
28,29,1198647905,주식회사 리안시스템,원미리,분석,52972180,89.246,88.286,0.33179 (100.33179),1 3,2024/04/11 18:34:43,
29,30,1138151895,주식회사 온리정보통신,김서규,분석,52995834,89.286,88.326,0.37660 (100.3766),1 3,2024/04/11 09:53:56,
30,31,1068648117,주식회사 티원엘에스,김영규,분석,53004229,89.3,88.34,0.39250 (100.3925),14 5,2024/04/11 17:17:44,
31,32,2208131391,호진산업기연(주),안형근,분석,53022070,89.33,88.37,0.42629 (100.42629),15 13,2024/04/12 09:17:51,
32,33,4848101910,주식회사 에피테크,김희정,분석,53023500,89.332,88.372,0.42900 (100.429),14 2,2024/04/08 10:18:58,
33,34,7498601302,주식회사 에이치투테크,김성미,분석,53040922,89.362,88.401,0.46199 (100.46199),1 12,2024/04/09 10:55:26,
34,35,1258601151,주식회사세종기술,이무영,분석,53059507,89.393,88.432,0.49720 (100.4972),11 13,2024/04/10 13:13:35,
35,36,1378614004,주식회사 지오엔지스,공성용,분석,53074820,89.419,88.458,0.52620 (100.5262),15 10,2024/04/11 10:03:54,
36,37,1138636865,주식회사 정원시큐,염승호,분석,53108540,89.476,88.514,0.59007 (100.59007),8 6,2024/04/11 10:03:32,
