순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2148107988,(주)서울정보시스템  [최종낙찰],이문현,분석,67524850,87.746,89.206,0.96077 (100.96077),15 10,2023/02/04 07:05:34,
2,2138610414,(주)성창기전,지광섭,분석,67524998,87.746,89.206,0.96099 (100.96099),1 12,2023/02/07 09:07:47,
3,1068674084,주식회사월드아이,신영구,분석,67531240,87.755,89.214,0.97039 (100.97039),1 12,2023/02/06 15:35:04,
4,1198616251,주식회사 누리인프라,정성우,분석,67533800,87.758,89.218,0.97425 (100.97425),12 4,2023/02/06 08:54:58,
5,2198125754,알티엘산업 주식회사,이근태,분석,67534980,87.76,89.219,0.97602 (100.97602),5 8,2023/02/07 10:28:37,
6,2108118504,보성전기산업(주),강명구,분석,67535200,87.76,89.22,0.97635 (100.97635),2 7,2023/02/06 09:48:16,
7,2188120741,케이씨티정보통신(주),백형은,분석,67536550,87.762,89.221,0.97839 (100.97839),15 5,2023/02/07 08:40:27,
8,2018179526,중앙케이블네트워크(주),노상우,분석,67559735,87.794,89.252,1.01329 (101.01329),7 11,2023/02/06 19:23:09,
9,2208197511,(주)다산지앤지,유철종,분석,67561999,87.797,89.255,1.01670 (101.0167),3 5,2023/02/03 17:29:26,
10,2078129117,경우전기(주),김한정,분석,67562140,87.797,89.255,1.01692 (101.01692),15 9,2023/02/07 09:15:15,
11,2098147159,(주)동방에스앤에스,정재훈,분석,67564568,87.801,89.258,1.02057 (101.02057),7 12,2023/02/06 16:50:14,
12,1138180712,(주)재신정보,한정규,분석,67567772,87.805,89.263,1.02540 (101.0254),3 2,2023/02/04 08:41:29,
13,2068650742,한선씨앤씨 주식회사,장홍식,분석,67569572,87.808,89.265,1.02811 (101.02811),10 2,2023/02/06 09:59:39,
14,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,67571800,87.811,89.268,1.03146 (101.03146),7 8,2023/02/03 15:27:37,
