순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2298131888,세운씨앤텍 (주),이미경,분석,51296940.0,87.745,88.139,-0.36126 (99.63874),,2023/10/24 13:02:34,
2,1178142651,주식회사 광명전기통신,조태수,분석,51297019.0,87.745,88.139,-0.36110 (99.6389),,2023/10/26 21:50:34,
3,2168114506,주식회사 두원,김홍우,분석,51297730.0,87.746,88.14,-0.35971 (99.64029),,2023/10/26 15:04:29,
4,1298665195,주식회사 솔루윈,박부삼,분석,51298346.0,87.747,88.141,-0.35850 (99.6415),,2023/10/25 06:55:08,
5,1348690167,이맥시스템 주식회사,유해국,분석,51298346.0,87.747,88.141,-0.35850 (99.6415),,2023/10/25 10:33:24,
6,6358700388,(주)예본아이디,김정민,분석,51298600.0,87.748,88.142,-0.35801 (99.64199),,2023/10/25 10:58:14,
7,1298663431,주식회사 우리이엔시,이연진,분석,51299010.0,87.748,88.142,-0.35720 (99.6428),,2023/10/20 17:01:03,
8,1208128825,(주)이일엔지니어링,정찬면,분석,51299010.0,87.748,88.142,-0.35720 (99.6428),,2023/10/25 11:25:14,
9,1108188618,하나정보통신 주식회사,구자문,분석,51299113.0,87.749,88.142,-0.35700 (99.643),,2023/10/27 08:50:39,
10,7148800617,주식회사 성진정보통신,문계철,분석,51299265.0,87.749,88.143,-0.35670 (99.6433),,2023/10/24 15:16:40,
11,1068674084,주식회사월드아이,신영구,분석,51299460.0,87.749,88.143,-0.35632 (99.64368),,2023/10/26 08:57:10,
12,8908100339,주식회사 미강전력,최은기,분석,51299930.0,87.75,88.144,-0.35540 (99.6446),,2023/10/25 08:45:05,
13,1198169165,(주)기창인포텍,김석진,분석,51300190.0,87.751,88.144,-0.35489 (99.64511),,2023/10/20 10:03:33,
14,3688700611,주식회사 라인시스텍,김홍진,분석,51300899.0,87.752,88.146,-0.35351 (99.64649),,2023/10/24 21:02:38,
15,4918801315,주식회사 혜성테크윈,우윤학,분석,51300900.0,87.752,88.146,-0.35350 (99.6465),,2023/10/27 09:35:31,
